Mod:Item:MetaData, Localized Name
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:engine_electrical:0, Electrical Engine
forestry:engine_generator:0, Bio Generator
enderstorage:ender_storage:0, Ender Chest
enderstorage:ender_storage:1, Ender Tank
enderstorage:ender_pouch, Ender Pouch
extrautils2:snowglobe:0, Magical Snow Globe
extrautils2:snowglobe:1, Magical Snow Globe
extrautils2:wateringcan, Watering Can
extrautils2:itemcreativedestructionwand, Creative Destruction Wand
extrautils2:unstableingots:0, Unstable Ingot
extrautils2:unstableingots:1, Stable-'Unstable Nugget'
extrautils2:unstableingots:2, Stable-'Unstable Ingot'
extrautils2:itembuilderswand, Builders Wand
extrautils2:itemdestructionwand, Destruction Wand
extrautils2:itemcreativebuilderswand, Creative Builders Wand
extrautils2:soundmuffler, Sound Muffler
extrautils2:enderlilly, Ender Lilly
extrautils2:decorativesolidwood:0, Magical Planks
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
microblockcbe:saw_stone, Stone Saw
microblockcbe:saw_iron, Iron Saw
microblockcbe:saw_diamond, Diamond Saw
microblockcbe:stone_rod, Stone Rod
gendustry:mutagen, Mutagen
gendustry:liquiddna, Liquid DNA
gendustry:protein, Protein
gendustry:labware, Genetics Labware
gendustry:waste, Genetic Waste
gendustry:gene_sample_blank, Blank Gene Sample
gendustry:gene_sample, %s Sample - %s
gendustry:gene_template, Genetic Template
gendustry:apiary.upgrade:17, Plains Emulation Upgrade
gendustry:apiary.upgrade:11, Light Upgrade
gendustry:apiary.upgrade:2, Flowering Upgrade
gendustry:apiary.upgrade:20, Winter Emulation Upgrade
gendustry:apiary.upgrade:5, Dryer Upgrade
gendustry:apiary.upgrade:14, Automation Upgrade
gendustry:apiary.upgrade:4, Humidifier Upgrade
gendustry:apiary.upgrade:13, Hell Emulation Upgrade
gendustry:apiary.upgrade:22, Pollen Scrubber Upgrade
gendustry:apiary.upgrade:16, Desert Emulation Upgrade
gendustry:apiary.upgrade:7, Cooler Upgrade
gendustry:apiary.upgrade:1, Lifespan Upgrade
gendustry:apiary.upgrade:10, Seal Upgrade
gendustry:apiary.upgrade:19, Genetic Stabilizer Upgrade
gendustry:apiary.upgrade:18, Jungle Emulation Upgrade
gendustry:apiary.upgrade:3, Territory Upgrade
gendustry:apiary.upgrade:21, Ocean Emulation Upgrade
gendustry:apiary.upgrade:12, Open Sky Upgrade
gendustry:apiary.upgrade:6, Heater Upgrade
gendustry:apiary.upgrade:15, Sieve Upgrade
gendustry:apiary.upgrade:0, Production Upgrade
gendustry:industrial_grafter, Industrial Grafter
gendustry:industrial_scoop, Scooporator MX200 Turbo
gendustry:honey_comb:10, Black Colored Comb
gendustry:honey_comb:24, Orange Colored Comb
gendustry:honey_comb:25, White Colored Comb
gendustry:honey_comb:14, Blue Colored Comb
gendustry:honey_comb:20, Lime Colored Comb
gendustry:honey_comb:21, Yellow Colored Comb
gendustry:honey_comb:13, Brown Colored Comb
gendustry:honey_comb:17, Light Gray Colored Comb
gendustry:honey_comb:22, Light Blue Colored Comb
gendustry:honey_comb:12, Green Colored Comb
gendustry:honey_comb:18, Gray Colored Comb
gendustry:honey_comb:16, Cyan Colored Comb
gendustry:honey_comb:11, Red Colored Comb
gendustry:honey_comb:23, Magenta Colored Comb
gendustry:honey_comb:19, Pink Colored Comb
gendustry:honey_comb:15, Purple Colored Comb
gendustry:honey_drop:10, Black Colored Honey Drop
gendustry:honey_drop:24, Orange Colored Honey Drop
gendustry:honey_drop:25, White Colored Honey Drop
gendustry:honey_drop:14, Blue Colored Honey Drop
gendustry:honey_drop:20, Lime Colored Honey Drop
gendustry:honey_drop:21, Yellow Colored Honey Drop
gendustry:honey_drop:13, Brown Colored Honey Drop
gendustry:honey_drop:17, Light Gray Colored Honey Drop
gendustry:honey_drop:22, Light Blue Colored Honey Drop
gendustry:honey_drop:12, Green Colored Honey Drop
gendustry:honey_drop:18, Gray Colored Honey Drop
gendustry:honey_drop:16, Cyan Colored Honey Drop
gendustry:honey_drop:11, Red Colored Honey Drop
gendustry:honey_drop:23, Magenta Colored Honey Drop
gendustry:honey_drop:19, Pink Colored Honey Drop
gendustry:honey_drop:15, Purple Colored Honey Drop
gendustry:mutagen_tank, Mutagen Tank
gendustry:bee_receptacle, Bee Receptacle
gendustry:power_module, Power Module
gendustry:genetics_processor, Genetics Processor
gendustry:env_processor, Environmental Processor
gendustry:upgrade_frame, Upgrade Frame
gendustry:climate_module, Climate Control Module
gendustry:pollen_kit, Pollen Collection Kit
gendustry:hive_spawn_debugger, Hive Spawning Debugger
gendustry:eject_cover, Item Eject Cover
gendustry:import_cover, Item Import Cover
gendustry:error_sensor_cover, Error Sensor Cover
gendustry:mutagen_producer, Mutagen Producer
gendustry:mutatron, Mutatron
gendustry:industrial_apiary, Industrial Apiary
gendustry:imprinter, Genetic Imprinter
gendustry:sampler, Genetic Sampler
gendustry:mutatron_advanced, Advanced mutatron
gendustry:liquifier, Protein Liquifier
gendustry:extractor, DNA Extractor
gendustry:transposer, Genetic Transposer
gendustry:replicator, Genetic Replicator
gtclassic:sapphire_block, Block of Sapphire
gtclassic:ruby_block, Block of Ruby
gtclassic:platinum_block, Block of Platinum
gtclassic:tungsten_block, Block of Tungsten
gtclassic:thorium_block, Block of Thorium
gtclassic:invar_block, Block of Invar
gtclassic:chrome_block, Block of Chrome
gtclassic:plutonium_block, Block of Plutonium
gtclassic:technetium_block, Block of Technetium
gtclassic:titanium_block, Block of Titanium
gtclassic:iridium_block, Block of Iridium
gtclassic:electrum_block, Block of Electrum
gtclassic:nickel_block, Block of Nickel
gtclassic:aluminium_block, Block of Aluminium
gtclassic:brittlecharcoal, Brittle Charcoal
gtclassic:superfuel, Solid Super Fuel
gtclassic:superfuelmagic, Magic Solid Super Fuel
gtclassic:gold_bedrockore, Bedrock Ore
gtclassic:iron_bedrockore, Bedrock Ore
gtclassic:coal_bedrockore, Bedrock Ore
gtclassic:lapis_bedrockore, Bedrock Ore
gtclassic:diamond_bedrockore, Bedrock Ore
gtclassic:redstone_bedrockore, Bedrock Ore
gtclassic:emerald_bedrockore, Bedrock Ore
gtclassic:copper_bedrockore, Bedrock Ore
gtclassic:tin_bedrockore, Bedrock Ore
gtclassic:uranium_bedrockore, Bedrock Ore
gtclassic:silver_bedrockore, Bedrock Ore
gtclassic:sheldonite_bedrockore, Bedrock Ore
gtclassic:ruby_bedrockore, Bedrock Ore
gtclassic:sapphire_bedrockore, Bedrock Ore
gtclassic:bauxite_bedrockore, Bedrock Ore
gtclassic:iridium_ore, Iridium Ore
gtclassic:sheldonite_ore, Sheldonite Ore
gtclassic:ruby_ore, Ruby Ore
gtclassic:sapphire_ore, Sapphire Ore
gtclassic:bauxite_ore, Bauxite Ore
gtclassic:fusion, Fusion Coil
gtclassic:lapotron, Lapotron Block
gtclassic:highlyadvanced, Highly Advanced Machine Block
gtclassic:autocrafter, Electric Craftingtable
gtclassic:chargeomat, Charge-O-Mat
gtclassic:computercube, Computer Cube
gtclassic:industrialcentrifuge, Industrial Centrifuge
gtclassic:charcoalpit, Charcoal Pile Igniter
gtclassic:disassembler, Disassembler
gtclassic:bedrockminer, Bedrock Miner
gtclassic:matterfabricator, Matter Fabricator
gtclassic:uumassembler, UUM-Assembler
gtclassic:echotronblock, Echotron
gtclassic:playerdetector, Player Detector
gtclassic:mobrepeller, Monster Repellator
gtclassic:energytransmitter, Microwave Energy Transmitter
gtclassic:dragoneggenergysiphon, Dragon Egg Energy Siphon
gtclassic:magicenergyconverter, Magic Energy Converter
gtclassic:magicenergyabsorber, Magic Energy Absorber
gtclassic:fusionreactor, Fusion Reactor
gtclassic:lightningrod, Lightning Rod
gtclassic:tesseractmaster, Tesseract Generator
gtclassic:tesseractslave, Tesseract Terminal
gtclassic:batteryblocklv:0, Low Voltage Battery Block
gtclassic:batteryblocklv:0, Low Voltage Battery Block
gtclassic:lesu, LESU
gtclassic:aesu, AESU
gtclassic:idsu, IDSU
gtclassic:supercondensator, Supercondensator
gtclassic:worktable, Basic Worktable
gtclassic:cabinet, Cabinet
gtclassic:drum, Drum
gtclassic:digitalchest, Digital Chest
gtclassic:quantumchest, Quantum Chest
gtclassic:quantumtank, Quantum Tank
gtclassic:redstonetransmitter, Redstone Transmitter
gtclassic:redstonereceiver, Redstone Receiver
gtclassic:translocator, Item Translocator
gtclassic:bufferlarge, Large Item Buffer
gtclassic:buffersmall, Small Item Buffer
gtclassic:translocatorfluid, Fluid Translocator
gtclassic:bufferfluid, Fluid Buffer
gtclassic:superconductorcable, Superconductor Cable
gtclassic:superconductorcable2, Superconductor Cable
gtclassic:superconductorcable4, Superconductor Cable
gtclassic:tungstenminingpipe, Tungsten Mining Pipe
gtclassic:flintmortar, Flint Mortar
gtclassic:ironmortar, Iron Mortar
gtclassic:orechid, Orechid
gtclassic:lightsource, Light Source
gtclassic:test_tube, Glass Tube
gtclassic:calcite_dust, Calcite Dust
gtclassic:pyrite_dust, Pyrite Dust
gtclassic:lithium_dust, Lithium Dust
gtclassic:platinum_dust, Platinum Dust
gtclassic:tungsten_dust, Tungsten Dust
gtclassic:carbon_dust, Carbon Dust
gtclassic:thorium_dust, Thorium Dust
gtclassic:browndye_dust, Brown Dye Dust
gtclassic:invar_dust, Invar Dust
gtclassic:sulfur_dust, Sulfur Dust
gtclassic:wood_dust, Wood Pulp
gtclassic:phosphorus_dust, Phosphorus Dust
gtclassic:sapphire_dust, Sapphire Dust
gtclassic:chrome_dust, Chrome Dust
gtclassic:plutonium_dust, Plutonium Dust
gtclassic:sodalite_dust, Sodalite Dust
gtclassic:flint_dust, Flint Dust
gtclassic:uranium_dust, Uranium Dust
gtclassic:emerald_dust, Emerald Dust
gtclassic:endereye_dust, Eye of Ender Dust
gtclassic:technetium_dust, Technetium Dust
gtclassic:titanium_dust, Titanium Dust
